max_trim,max_sem,desv_sem,prom_bim,max_mes_anterior,prom_mes_anterior,prom_sem,max_bim,mejor_gestion,prom_trim,pc_cant_moras_30_ult_12_meses,desv_trim,nro_gestiones,desv_bim,pc_cant_moras_30_ult_3_meses,dh_cant_entradas,pc_tiem_1er_prod_abierto_total,pc_cant_moras_60_ult_12_meses,gestiones_eficaces,pc_transaccional,dh_max_dia_entradas,pc_cupo_entidad,pc_cuotas_como_ppal,dh_val_entradas,pc_cant_moras_90_ult_12_meses,dh_max_dia_salidas,pc_cant_moras_60_ult_3_meses,pc_cuota_tarjeta_de_credito,cp_inicial_menos_saldo,pc_peor_estado_act_cta_aho,dia_pago,cp_cuotas_falta,pcons_tarjeta_de_credito,pc_cifin,gestiones_prod,pcons_vehiculos_sufi,cluster_recod,dh_avg_dia_retiros_d,dmi_max_egreso_diario,cpc_max_proc_deuda,dh_cant_otros_d,pc_cont_30_lt_12m_tot_sf,pc_cant_mora90_ult_12m_total,dmi_max_ingreso_diario,dh_val_otros_d,pc_ingreso_final,dh_cant_pagos_d,dmi_ingreso_total_mes,dh_val_pagos_d,pc_gasto_familiar,pc_cuotas_pagadas,cpc_avg_proc_deuda,cpc_sum_proc_deuda,dc_porc_prod_sin_mora,pc_ingreso_rutina_con_techo,pc_saldo_prom3_tdc_entidad,dh_cant_salidas,dh_min_dia_pagos_d,pc_ingreso_por_rutina,dh_min_dia_pago_tarj_d,cp_nro_cuota,dmi_egreso_total_mes,cp_valor_inicial,dh_max_dia_otros_d,cp_cuota_sobre_saldo,dc_sum_valor_inicial,dh_cant_pago_tarj_d,dh_max_dia_pagos_d,cp_saldo_sobre_inicial,pc_mediana_nom3,cp_esta_cuota_otro,dh_max_dia_retiros_d,dh_avg_dia_entradas,dh_avg_dia_pagos_d,dh_val_salidas,dc_sum_valor_cuota,dh_min_dia_tras_d,cp_porc_valorcuot_ing,pc_ind_ajustado,dh_val_retiros_d,pc_tiem_lt_prod_abie_total,marca_info_cifin_decode,dh_max_dia_pago_tarj_d,dc_valobli_ing,pc_cantidad_tdc_entidad,dh_min_dia_otros_d,dc_cant_obligaciones,cpc_sum_nro_cuota,cpc_avg_nro_cuota,cpc_max_nro_cuota,cp_saldo,cp_cuota_sobre_inicial,cpc_sum_saldo,cp_porc_saldo_ing,gsm_mejor_gestion,dh_min_dia_nomina_c,dh_max_dia_nomina_c,cp_valor_cuota,cpc_nro_cuota_tdc,gsm_prom_dias_gest,pc_cuota_no_rot_ent,dh_val_nomina_c,banca_completa,cpc_saldo_sobre_ing,dh_min_dia_pago_cred_d,cpc_saldo_tdc,pc_cuota_de_consumo,dh_cant_tras_d,dh_max_dia_comisio_d,cpc_avg_saldo,dc_max_saldo_sf,dh_val_pago_tarj_d,pc_productos_no_rotativos_entidad,pc_saldo_no_rot_ent,pc_vi_no_rotativos_entidad,dh_min_dia_entradas,pcons_hipotecario_vivienda,gsm_mejor_gestion_3m,dh_avg_dia_salidas,llave,segmentoestructural,subsegmentoestructural,anhomes_ciclo
29,29,11.83920042,14.5,0,0,4.833333333,29,0,9.666666667,0,16.74315781,0,20.50609665,0,1,0,0,0,0,28,0,0,309,0,0,0,0,0,0,3,0,1,0,0,0,13,0,0,0.390455974,0,0,0,309,0,0,0,309,0,0,1769838.034,0.442383621,0.442383621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,106.4285714,173,0,0,47807424.63,0,0,0,0,0,578,0,0,0,0,0.73309301,0,459492,0,0,0,6829632.09,0,0,0,0,0,28,0,0,0,1085,PYME,Pyme Pequena,201703
6,29,11.60028735,3,0,0,5.833333333,6,0,2,0,3.464101615,0,4.242640687,0,1,0,0,0,0,30,0,0,332,0,0,0,0,0,0,3,0,1,0,0,0,13,0,0,0.390455974,0,0,0,332,0,0,0,332,0,0,5167146.601,0.440275314,0.440275314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,107.8571429,175,0,0,47579584.63,0,0,0,0,0,588,0,0,0,0,0.729599245,0,231652,0,0,0,6797083.519,0,0,0,0,0,30,0,0,0,1086,PYME,Pyme Pequena,201705
18,18,8.61684397,0,0,0,12.75,0,0,9,0,12.72792206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5156061.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,PYME,Pyme Pequena,201608
30,30,14.71960144,0,0,0,12.33333333,0,0,10,0,17.32050808,0,0,0,1,0,0,0,0,28,0,0,309,0,0,0,0,0,0,3,0,1,0,0,0,13,0,0,0.390455974,0,0,0,309,0,0,0,309,0,0,1769838.034,0.442383621,0.442383621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,106.4285714,173,0,0,47807424.63,0,0,0,0,0,578,0,0,0,0,0.73309301,0,459492,0,0,0,6829632.09,0,0,0,0,0,28,0,0,0,1092,PYME,Pyme Pequena,201703
6,30,14.89966443,3,6,6,11,6,0,2,0,3.464101615,0,4.242640687,0,1,0,0,0,0,31,0,0,343,0,0,0,0,0,0,3,0,1,0,0,0,13,0,0,0.386563738,0,0,0,343,0,0,0,343,0,0,5167146.601,0.512630859,0.512630859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,107.4285714,174,0,0,55398889.15,0,0,0,0,0,583,0,0,0,0,0.849502743,0,8315724,0,0,0,7914127.021,0,0,0,0,0,31,0,0,0,1093,PYME,Pyme Pequena,201704
0,15,6.013872851,0,0,0,3.166666667,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,6103800,0,0,0,0,4726800,0,0,29,0,0,7505630.246,0,0,19,0,0,0,0,0,0,0,0,6755067.222,0,0,0,1722542.142,6103800,0,0,1,7505630.246,0,0,0,7505630.246,0,0,0,0,0,0,17000000,0,0,0,0,0,0,0,0,0,10504000,0,0,-1876081.503,0,9,1,0,0.739130435,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1377000,0,0,0,0,0,0,0,0,0,17185000,0,1,36887000,45000,0,0,0,0,1095,PYME,Pyme Pequena,201609
5,15,6.055300708,2.5,0,0,3.333333333,5,0,1.666666667,0,2.886751346,0,3.535533906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,PYME,Pyme Pequena,201611
4,5,2.28035085,3.5,4,4,2,4,0,2.333333333,0,2.081665999,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,PYME,Pyme Pequena,201701
4,5,1.923538406,2,0,0,2.8,2,0,3,0,1.414213562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,PYME,Pyme Pequena,201703
0,2,0.816496581,0,0,0,0.333333333,0,0,0,8,0,0,0,3,0,0,6,0,0,0,0,0,0,5,0,3,0,0,0,22,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,1116786.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1107,PYME,Pyme Pequena,201607
4,4,1.632993162,0,0,0,0.666666667,0,0,1.333333333,0,2.309401077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,926959.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1108,PYME,Pyme Pequena,201610
0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,6,0,0,0,0,0,0,5,0,3,0,0,0,3,0,1,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,1116786.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,PYME,Pyme Pequena,201607
23,23,16.26345597,11.5,0,0,11.5,23,0,11.5,8,16.26345597,0,16.26345597,3,0,0,6,0,0,0,0,0,0,5,0,3,0,0,0,3,0,1,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,1116786.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,PYME,Pyme Pequena,201609
78,78,31.11751918,69,78,78,37.6,78,0,55,0,25.86503431,0,12.72792206,0,4,0,0,0,0,24,0,0,1250000,0,25,0,0,0,0,3,0,1,0,0,0,13,0,1208702,0.971600386,1,0,0,1250000,0,0,1,1250000,40269,0,926959.98,0.96797319,0.96797319,0,0,0,7,25,0,0,0,1254270,0,22,0,0,0,25,0,0,0,0,6.777777778,4.166666667,1254270,0,22,0,0,0,0,0,0,0,0,22,0,59,19.66666667,27,0,0,66792570.06,0,0,0,0,0,36,0,0,0,0,1.774359373,0,3638545,0,1,22,22264190.02,0,0,0,0,0,10,0,0,14.25,1112,PYME,Pyme Pequena,201612
0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,37,0,0,0,27111345.63,30,0,0,74316645,0,28,0,0,0,0,3,0,1,0,0,0,1,15.58823529,86287247,5.38E-05,9,0,0,28518786,26866,27111345.63,3,74316645,1557613,5761160.947,0,2.69E-05,2.69E-05,0,27111345.63,0,40,4,27111345.63,11,0,149294378,0,28,0,0,1,11,0,0,0,28,6.534444444,2.5,149294378,0,0,0,15555134.56,147550369,0,0,11,0,0,5,0,54,27,27,0,0,323,0,0,0,0,0,54,0,0,0,0,8.67E-06,0,323,0,0,28,161.5,0,502307,0,0,0,2,0,0,7.71942959,1114,PYME,Pyme Pequena,201705
19,25,6.033241252,12,7,7,16,17,0,14.33333333,1,6.429100507,0,7.071067812,1,32,0,0,0,78196632.68,28,0,0,67675419,0,28,0,0,0,0,1,0,0,0,0,0,6,15.64,13285191,0.851307087,4,0,0,13700001,19028,66467137.78,15,67675419,14517785,19549158.17,2983499.497,0.853675575,0.853675575,0,78196632.68,0,71,3,78196632.68,0,0,67306630,0,28,0,0,0,28,0,0,0,28,5.341025641,5.666666667,67306630,0,3,0,30567968.5,25716246,0,0,0,0,0,16,0,165,27.5,68,0,0,83182148,0,0,0,0,0,109,0,0,0,0,7.105941227,7,21683724,0,10,28,13863691.33,0,0,0,0,0,2,0,0,10.75775264,1118,PYME,Pyme Pequena,201703
19,19,7.429670248,13,7,7,10.8,19,0,13,1,6,0,8.485281374,1,32,0,0,0,78196632.68,28,0,0,67675419,0,28,0,0,0,0,1,0,0,0,0,0,6,15.64,13285191,0.851307087,4,0,0,13700001,19028,66467137.78,15,67675419,14517785,19549158.17,2983499.497,0.853675575,0.853675575,0,78196632.68,0,71,3,78196632.68,0,0,67306630,0,28,0,0,0,28,0,0,0,28,5.341025641,5.666666667,67306630,0,3,0,30567968.5,25716246,0,0,0,0,0,16,0,165,27.5,68,0,0,83182148,0,0,0,0,0,109,0,0,0,0,7.105941227,7,21683724,0,10,28,13863691.33,0,0,0,0,0,2,0,0,10.75775264,1120,PYME,Pyme Pequena,201703
45,45,22.3383079,37,45,45,18.5,45,0,24.66666667,0,22.81081615,0,11.3137085,0,43,0,0,0,113770220,30,0,0,131643793,0,29,0,0,0,0,1,0,0,0,0,1,6,13.83333333,25000000,0.861384754,6,0,0,25000000,1798267,96704687,33,131643793,17880565,28442555,3046706.339,0.910497082,0.910497082,0,113770220,0,120,1,113770220,8,0,132971871,0,25,0,0,9,29,0,0,0,29,5.955970696,5.272079772,132971871,0,1,0,45638750.35,40380531,0,0,18,0,0,1,0,147,24.5,65,0,0,88718835.65,0,0,0,0,0,94,0,0,0,0,7.57891984,1,26492401,0,13,28,14786472.61,0,3036317,0,0,0,1,0,0,8.724306493,1122,PYME,Pyme Pequena,201612
45,45,19.44993573,29.5,14,14,17.6,45,0,29.33333333,1,15.50268794,0,21.92031022,1,42,0,0,0,78196632.68,30,0,0,153382185,0,30,0,0,0,0,1,0,0,0,0,1,6,16.75862069,48134392,0.85470282,9,0,0,57020000,6354534,66467137.78,33,153382185,69755400,19549158.17,2983499.497,0.892649269,0.892649269,0,78196632.68,0,129,2,78196632.68,2,0,159021558,0,27,0,0,7,30,0,0,0,30,6.020590521,6.038419913,159021558,0,4,0,30567968.5,20647782,0,0,29,0,0,5,0,155,25.83333333,67,0,0,86979744.73,0,0,0,0,0,100,0,0,0,0,7.430355777,4,25236013,0,10,30,14496624.12,0,7775262,0,0,0,1,0,0,12.04585127,1123,PYME,Pyme Pequena,201701
43,45,11.30928822,36,29,29,31.5,43,0,33.66666667,3,8.082903769,0,9.899494937,2,31,0,1,0,6953424.253,31,0,0,30578730,0,31,1,0,0,0,1,0,0,0,0,1,6,15.84,6400213,0.847877324,3,0,0,10000024,1261848,6953424.253,22,30578730,13099781,1773123.185,2492783.113,0.852174916,0.852174916,0,6953424.253,0,59,2,6953424.253,2,0,25000819,0,30,0,0,8,31,0,0,0,31,5.847222222,7.142857143,25000819,0,1,0,1480053.886,5252784,0,0,31,0,0,2,0,171,28.5,69,0,0,83035923.85,0,0,0,0,0,114,0,0,0,0,7.093449842,21,21785266,0,5,21,13839320.64,0,5122252,0,0,0,1,0,0,11.16,1125,PYME,Pyme Pequena,201704
0,40,18.15213486,0,0,0,11.5,0,0,0,3,0,0,0,2,20,0,1,0,6953424.253,29,0,0,11659014,0,29,1,0,0,0,24,0,0,0,0,0,6,16.35294118,5522000,0.851307087,3,0,0,3314983,513275,6953424.253,7,11659014,4404183,1773123.185,2492783.113,0.814899928,0.814899928,0,6953424.253,0,41,1,6953424.253,0,0,17675826,0,17,0,0,0,28,0,0,0,29,5.227777778,3,17675826,0,3,0,1480053.886,10236848,0,0,0,0,0,1,0,176,29.33333333,71,0,0,79403849,0,0,0,0,0,120,0,0,0,0,6.783175209,5,17905425,0,6,29,13233974.83,0,0,0,0,0,2,0,0,9.006127451,1127,PYME,Pyme Pequena,201705
0,6,2.449489743,0,0,0,1,0,0,0,3,0,0,0,2,35,0,1,0,6953424.253,31,0,0,27954252,0,31,1,0,0,0,9,0,0,0,0,0,6,18.18181818,11737895,0.844380161,2,0,0,11716246,2262,6953424.253,12,27954252,2955028,1773123.185,2492783.113,0.812129914,0.812129914,0,6953424.253,0,55,4,6953424.253,4,0,27925069,0,3,0,0,5,31,0,0,0,31,4.706730769,7.717948718,27925069,0,3,0,1480053.886,4657909,0,0,18,0,0,3,0,182,30.33333333,71,0,0,79133938.81,0,0,0,0,0,124,0,0,0,0,6.760117787,18,18135916,0,14,22,13188989.8,0,221544,0,0,0,3,0,0,11.78138528,1129,PYME,Pyme Pequena,201706
16,16,6.531972647,8,16,16,2.666666667,16,0,5.333333333,3,9.237604307,0,11.3137085,2,31,0,1,0,6953424.253,31,0,0,30578730,0,31,1,0,0,0,15,0,0,0,0,0,6,15.84,6400213,0.847877324,3,0,0,10000024,1261848,6953424.253,22,30578730,13099781,1773123.185,2492783.113,0.852174916,0.852174916,0,6953424.253,0,59,2,6953424.253,2,0,25000819,0,30,0,0,8,31,0,0,0,31,5.847222222,7.142857143,25000819,0,1,0,1480053.886,5252784,0,0,31,0,0,2,0,171,28.5,69,0,0,83035923.85,0,0,0,0,0,114,0,0,0,0,7.093449842,21,21785266,0,5,21,13839320.64,0,5122252,0,0,0,1,0,0,11.16,1132,PYME,Pyme Pequena,201704
33,33,15.52310106,16.5,0,0,13.16666667,33,0,21,6,18.24828759,0,23.33452378,3,33,0,2,0,42852690,30,0,0,48051838,0,30,1,0,0,0,15,0,0,0,0,0,6,14.66666667,10001197,0.837328467,3,0,0,10000000,233389,42852690,31,48051838,13522747,9106196.625,2490605.113,0.78901821,0.78901821,0,42852690,0,79,1,42852690,1,0,48031045,0,12,0,0,10,30,0,0,0,30,5.231481481,6.915277778,48031045,0,3,0,22345186.29,10024985,0,2,29,0,0,1,0,191,31.83333333,73,0,0,76881934.42,0,0,0,0,0,131,0,0,0,0,6.567737436,9,16393326,0,12,30,12813655.74,0,2169633,0,0,0,1,0,0,11.18842593,1133,PYME,Pyme Pequena,201707
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29,0,0,0,78196632.68,31,0,0,53636686,0,30,0,0,0,0,15,0,0,0,0,0,6,15.95238095,8774232,0.85470282,4,0,0,11216000,1787290,66467137.78,26,53636686,21657117,19549158.17,2983499.497,0.868951947,0.868951947,0,78196632.68,0,70,2,78196632.68,27,0,43580505,0,19,0,0,4,30,0,0,0,30,5.826728827,5.776627219,43580505,0,2,0,30567968.5,12283146,0,0,27,0,0,5,0,161,26.83333333,68,0,0,84670677.73,0,0,0,0,0,106,0,0,0,0,7.23310078,2,22926946,0,10,24,14111779.62,0,3057532,0,0,0,2,0,0,10.05544285,1134,PYME,Pyme Pequena,201702
5,5,2.041241452,2.5,5,5,0.833333333,5,0,1.666666667,1,2.886751346,0,3.535533906,1,32,0,0,0,78196632.68,28,0,0,67675419,0,28,0,0,0,0,15,0,0,0,0,0,6,15.64,13285191,0.851307087,4,0,0,13700001,19028,66467137.78,15,67675419,14517785,19549158.17,2983499.497,0.853675575,0.853675575,0,78196632.68,0,71,3,78196632.68,0,0,67306630,0,28,0,0,0,28,0,0,0,28,5.341025641,5.666666667,67306630,0,3,0,30567968.5,25716246,0,0,0,0,0,16,0,165,27.5,68,0,0,83182148,0,0,0,0,0,109,0,0,0,0,7.105941227,7,21683724,0,10,28,13863691.33,0,0,0,0,0,2,0,0,10.75775264,1135,PYME,Pyme Pequena,201703
3,16,6.228964601,1.5,0,0,4,3,0,1,6,1.732050808,0,2.121320344,3,33,0,2,0,42852690,30,0,0,48051838,0,30,1,0,0,0,15,0,0,0,0,0,6,14.66666667,10001197,0.837328467,3,0,0,10000000,233389,42852690,31,48051838,13522747,9106196.625,2490605.113,0.78901821,0.78901821,0,42852690,0,79,1,42852690,1,0,48031045,0,12,0,0,10,30,0,0,0,30,5.231481481,6.915277778,48031045,0,3,0,22345186.29,10024985,0,2,29,0,0,1,0,191,31.83333333,73,0,0,76881934.42,0,0,0,0,0,131,0,0,0,0,6.567737436,9,16393326,0,12,30,12813655.74,0,2169633,0,0,0,1,0,0,11.18842593,1137,PYME,Pyme Pequena,201707
5,5,2.041241452,2.5,5,5,0.833333333,5,0,1.666666667,1,2.886751346,0,3.535533906,1,32,0,0,0,78196632.68,28,0,0,67675419,0,28,0,0,0,0,15,0,0,0,0,0,6,15.64,13285191,0.851307087,4,0,0,13700001,19028,66467137.78,15,67675419,14517785,19549158.17,2983499.497,0.853675575,0.853675575,0,78196632.68,0,71,3,78196632.68,0,0,67306630,0,28,0,0,0,28,0,0,0,28,5.341025641,5.666666667,67306630,0,3,0,30567968.5,25716246,0,0,0,0,0,16,0,165,27.5,68,0,0,83182148,0,0,0,0,0,109,0,0,0,0,7.105941227,7,21683724,0,10,28,13863691.33,0,0,0,0,0,2,0,0,10.75775264,1139,PYME,Pyme Pequena,201703
16,16,6.442049363,10.5,16,16,3.5,16,0,7,3,8.185352772,0,7.778174593,2,31,0,1,0,6953424.253,31,0,0,30578730,0,31,1,0,0,0,15,0,0,0,0,0,6,15.84,6400213,0.847877324,3,0,0,10000024,1261848,6953424.253,22,30578730,13099781,1773123.185,2492783.113,0.852174916,0.852174916,0,6953424.253,0,59,2,6953424.253,2,0,25000819,0,30,0,0,8,31,0,0,0,31,5.847222222,7.142857143,25000819,0,1,0,1480053.886,5252784,0,0,31,0,0,2,0,171,28.5,69,0,0,83035923.85,0,0,0,0,0,114,0,0,0,0,7.093449842,21,21785266,0,5,21,13839320.64,0,5122252,0,0,0,1,0,0,11.16,1140,PYME,Pyme Pequena,201704
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29,0,0,0,78196632.68,31,0,0,53636686,0,30,0,0,0,0,15,0,0,0,0,0,6,15.95238095,8774232,0.85470282,4,0,0,11216000,1787290,66467137.78,26,53636686,21657117,19549158.17,2983499.497,0.868951947,0.868951947,0,78196632.68,0,70,2,78196632.68,27,0,43580505,0,19,0,0,4,30,0,0,0,30,5.826728827,5.776627219,43580505,0,2,0,30567968.5,12283146,0,0,27,0,0,5,0,161,26.83333333,68,0,0,84670677.73,0,0,0,0,0,106,0,0,0,0,7.23310078,2,22926946,0,10,24,14111779.62,0,3057532,0,0,0,2,0,0,10.05544285,1142,PYME,Pyme Pequena,201702
16,16,7.544313532,8,0,0,5.25,16,0,7,3,8.185352772,0,11.3137085,2,20,0,1,0,6953424.253,29,0,0,11659014,0,29,1,0,0,0,15,0,0,0,0,0,6,16.35294118,5522000,0.851307087,3,0,0,3314983,513275,6953424.253,7,11659014,4404183,1773123.185,2492783.113,0.814899928,0.814899928,0,6953424.253,0,41,1,6953424.253,0,0,17675826,0,17,0,0,0,28,0,0,0,29,5.227777778,3,17675826,0,3,0,1480053.886,10236848,0,0,0,0,0,1,0,176,29.33333333,71,0,0,79403849,0,0,0,0,0,120,0,0,0,0,6.783175209,5,17905425,0,6,29,13233974.83,0,0,0,0,0,2,0,0,9.006127451,1144,PYME,Pyme Pequena,201705
3,16,6.228964601,1.5,0,0,4,3,0,1,6,1.732050808,0,2.121320344,3,33,0,2,0,42852690,30,0,0,48051838,0,30,1,0,0,0,15,0,0,0,0,0,6,14.66666667,10001197,0.837328467,3,0,0,10000000,233389,42852690,31,48051838,13522747,9106196.625,2490605.113,0.78901821,0.78901821,0,42852690,0,79,1,42852690,1,0,48031045,0,12,0,0,10,30,0,0,0,30,5.231481481,6.915277778,48031045,0,3,0,22345186.29,10024985,0,2,29,0,0,1,0,191,31.83333333,73,0,0,76881934.42,0,0,0,0,0,131,0,0,0,0,6.567737436,9,16393326,0,12,30,12813655.74,0,2169633,0,0,0,1,0,0,11.18842593,1145,PYME,Pyme Pequena,201707
35,35,15.93319386,2,4,4,11.66666667,4,0,13,6,19.15724406,0,2.828427125,3,0,0,2,0,42852690,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,42852690,0,0,0,9106196.625,2490605.113,0,0,0,42852690,0,0,0,42852690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22345186.29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1147,PYME,Pyme Pequena,201609
9,35,13.16687764,3.5,0,0,9.166666667,7,0,5.333333333,0,4.725815626,0,4.949747468,0,43,0,0,0,113770220,30,0,0,131643793,0,29,0,0,0,0,4,0,0,0,0,0,6,13.83333333,25000000,0.861384754,6,0,0,25000000,1798267,96704687,33,131643793,17880565,28442555,3046706.339,0.910497082,0.910497082,0,113770220,0,120,1,113770220,8,0,132971871,0,25,0,0,9,29,0,0,0,29,5.955970696,5.272079772,132971871,0,1,0,45638750.35,40380531,0,0,18,0,0,1,0,147,24.5,65,0,0,88718835.65,0,0,0,0,0,94,0,0,0,0,7.57891984,1,26492401,0,13,28,14786472.61,0,3036317,0,0,0,1,1,0,8.724306493,1149,PYME,Pyme Pequena,201612
6,9,3.326659987,4,6,6,4.666666667,6,0,2.666666667,1,3.055050463,0,2.828427125,1,29,0,0,0,78196632.68,31,0,0,53636686,0,30,0,0,0,0,4,0,0,0,0,0,6,15.95238095,8774232,0.85470282,4,0,0,11216000,1787290,66467137.78,26,53636686,21657117,19549158.17,2983499.497,0.868951947,0.868951947,0,78196632.68,0,70,2,78196632.68,27,0,43580505,0,19,0,0,4,30,0,0,0,30,5.826728827,5.776627219,43580505,0,2,0,30567968.5,12283146,0,0,27,0,0,5,0,161,26.83333333,68,0,0,84670677.73,0,0,0,0,0,106,0,0,0,0,7.23310078,2,22926946,0,10,24,14111779.62,0,3057532,0,0,0,2,1,0,10.05544285,1150,PYME,Pyme Pequena,201702
6,9,3.502380143,4,2,2,4.333333333,6,0,3.333333333,1,2.309401077,0,2.828427125,1,32,0,0,0,78196632.68,28,0,0,67675419,0,28,0,0,0,0,4,0,0,0,0,0,6,15.64,13285191,0.851307087,4,0,0,13700001,19028,66467137.78,15,67675419,14517785,19549158.17,2983499.497,0.853675575,0.853675575,0,78196632.68,0,71,3,78196632.68,0,0,67306630,0,28,0,0,0,28,0,0,0,28,5.341025641,5.666666667,67306630,0,3,0,30567968.5,25716246,0,0,0,0,0,16,0,165,27.5,68,0,0,83182148,0,0,0,0,0,109,0,0,0,0,7.105941227,7,21683724,0,10,28,13863691.33,0,0,0,0,0,2,1,0,10.75775264,1151,PYME,Pyme Pequena,201703
0,17,8.286535263,0,0,0,5.333333333,0,0,0,6,0,0,0,3,0,0,2,0,42852690,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,6,0,0,0,0,0,0,0,0,42852690,0,0,0,9106196.625,2490605.113,0,0,0,42852690,0,0,0,42852690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22345186.29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,PYME,Pyme Pequena,201609
